chromosome	location	beta_diet	se_beta_diet	pvalue	info
chr10	60259430	0.4862	0.316	0.104866511	chr10_60259430
chr10	60259457	0.4537	0.4851	0.284825108	chr10_60259457
chr10	60259478	0.4258	0.4819	0.313262864	chr10_60259478
chr10	60260145	0.7118	0.6167	0.142587656	chr10_60260145
chr10	60262069	0.1448	0.2066	0.473790309	chr10_60262069
chr10	60266985	-0.4507	0.2878	0.10200658	chr10_60266985
chr10	60269737	0.1096	0.8215	0.815004457	chr10_60269737
chr10	60269840	-0.5761	0.5266	0.198133831	chr10_60269840
chr10	60269863	-0.1156	0.4805	0.783833868	chr10_60269863
chr10	60269928	-0.764	0.5525	0.097113971	chr10_60269928
chr10	60270491	0.1202	0.3591	0.719858553	chr10_60270491
chr10	60270666	-0.3547	0.4047	0.337837239	chr10_60270666
chr10	60278765	-0.2331	0.6384	0.635229853	chr10_60278765
chr10	60278772	0.03437	0.7454	0.94485485	chr10_60278772
chr10	60278792	-0.9177	0.6579	0.063998785	chr10_60278792
chr10	60283589	0.5262	0.3949	0.146955565	chr10_60283589
chr10	60283645	0.2489	0.4809	0.55498138	chr10_60283645
chr10	60283662	0.3989	0.5153	0.366382078	chr10_60283662
chr10	60283761	-0.1877	0.3675	0.582883417	chr10_60283761
chr10	60283774	0.3265	0.2423	0.164866169	chr10_60283774
chr10	60295650	-0.1801	0.5993	0.707362666	chr10_60295650
chr10	60310448	-0.07376	0.6744	0.882243265	chr10_60310448
chr10	60310462	0.4785	0.56	0.302377604	chr10_60310462
chr10	60333856	0.626	0.8329	0.174439782	chr10_60333856
chr10	60333861	0.293	0.7713	0.550607581	chr10_60333861
chr10	60333865	0.1108	0.7907	0.818952295	chr10_60333865
chr10	60333872	0.3776	0.6866	0.449387358	chr10_60333872
chr10	60333903	0.4828	0.662	0.330528168	chr10_60333903
chr10	60334019	-0.1344	0.6715	0.787079595	chr10_60334019
chr10	60334042	-0.1185	0.6903	0.812453628	chr10_60334042
chr10	60334055	0.08913	0.6925	0.85840163	chr10_60334055
chr10	60334063	-0.008412	0.8014	0.985998551	chr10_60334063
chr10	60334071	-0.1044	0.749	0.83337773	chr10_60334071
chr10	60336690	0.9314	0.5412	0.040695397	chr10_60336690
chr10	60336769	0.2809	0.5391	0.536146376	chr10_60336769
chr10	60338217	-0.3138	0.8348	0.494755487	chr10_60338217
chr10	60349468	0.5143	0.4816	0.223027065	chr10_60349468
chr10	60351300	-0.3028	0.7609	0.539679686	chr10_60351300
chr10	60358885	0.3976	0.3191	0.188598145	chr10_60358885
chr10	60367854	-0.4857	0.7456	0.328305508	chr10_60367854
chr10	60367937	-0.01244	0.4632	0.975824953	chr10_60367937
chr10	60377599	-0.4752	0.2829	0.079896557	chr10_60377599
chr10	60383164	0.1775	0.8795	0.671507447	chr10_60383164
chr10	60385823	0.3296	0.7825	0.498732484	chr10_60385823
chr10	60387844	0.01398	0.6424	0.977345989	chr10_60387844
chr10	60395772	-0.527	0.3065	0.070863496	chr10_60395772
chr10	60395846	-0.4274	0.3942	0.238098863	chr10_60395846
chr10	60395856	-0.2823	0.3343	0.370252245	chr10_60395856
chr10	60395858	-0.556	0.2816	0.039618634	chr10_60395858
chr10	60396073	-0.2213	0.5757	0.638266832	chr10_60396073
chr10	60396084	0.03538	0.4019	0.923411091	chr10_60396084
chr10	60396099	-0.2892	0.4766	0.490047434	chr10_60396099
chr10	60396112	0.1625	0.3121	0.583663383	chr10_60396112
chr10	60396117	-0.3302	0.3205	0.276754142	chr10_60396117
chr10	60396128	-0.03136	0.2409	0.893300891	chr10_60396128
chr10	60396205	-0.1882	0.4853	0.657380835	chr10_60396205
chr10	60396221	-0.2868	0.3314	0.359010036	chr10_60396221
chr10	60396239	-0.2595	0.2995	0.36380921	chr10_60396239
chr10	60400041	0.3597	0.5336	0.425418018	chr10_60400041
chr10	60400770	0.5317	0.3284	0.086504869	chr10_60400770
chr10	60401885	0.1089	0.2583	0.662537432	chr10_60401885
chr10	60401887	-0.2447	0.2491	0.310434989	chr10_60401887
chr10	60404307	-0.2971	0.5561	0.520341814	chr10_60404307
chr10	60404702	-1.287	0.6753	0.009765868	chr10_60404702
chr10	60404749	0.5485	0.3883	0.125313965	chr10_60404749
chr10	60406743	-1.128	0.5302	0.012099804	chr10_60406743
chr10	60406753	-0.8844	0.6607	0.074549176	chr10_60406753
chr10	60417611	-0.2874	0.6258	0.555997308	chr10_60417611
chr10	60417655	-0.4526	0.5437	0.321267881	chr10_60417655
chr10	60417895	-0.3236	0.6206	0.50606174	chr10_60417895
chr10	60418051	0.1064	0.5359	0.81408154	chr10_60418051
chr10	60418063	0.01607	0.6903	0.974332082	chr10_60418063
chr10	60418071	0.7013	0.7	0.160652446	chr10_60418071
chr10	60418192	0.1947	0.5014	0.653572635	chr10_60418192
chr10	60418208	0.3268	0.5699	0.485270411	chr10_60418208
chr10	60418223	-0.2683	0.5099	0.540754216	chr10_60418223
chr10	60418249	0.219	0.5687	0.639664852	chr10_60418249
chr10	60420133	-0.2814	0.4508	0.484356901	chr10_60420133
chr10	60420137	-0.4095	0.3356	0.195207944	chr10_60420137
chr10	60420655	0.3763	0.3343	0.232340865	chr10_60420655
chr10	60420796	-0.01377	0.3786	0.96865438	chr10_60420796
chr10	60420813	0.2773	0.302	0.335454677	chr10_60420813
chr10	60420817	0.1578	0.2704	0.544408157	chr10_60420817
chr10	60420819	0.3955	0.2809	0.142364682	chr10_60420819
chr10	60420821	-0.1473	0.2425	0.531241993	chr10_60420821
chr10	60420847	0.1522	0.2792	0.57023538	chr10_60420847
chr10	60420884	-0.2166	0.3005	0.449812893	chr10_60420884
chr10	60421926	-0.1093	0.2852	0.689269775	chr10_60421926
chr10	60421969	-0.6113	0.3837	0.084487076	chr10_60421969
chr10	60422001	0.4117	0.5039	0.344202715	chr10_60422001
chr10	60423134	-0.2585	0.3157	0.38816646	chr10_60423134
chr10	604257	-0.05268	0.8466	0.906927801	chr10_604257
chr10	604267	-1.126	0.8645	0.009560605	chr10_604267
chr10	60427066	0.2441	0.6781	0.624286727	chr10_60427066
chr10	60427315	0.5895	0.2396	0.011271514	chr10_60427315
chr10	60428392	0.5545	0.4736	0.183729729	chr10_60428392
chr10	60428538	0.2092	0.3645	0.53767085	chr10_60428538
chr10	60428579	-0.05136	0.448	0.897966133	chr10_60428579
chr10	60428681	0.172	0.2193	0.421464983	chr10_60428681
chr10	60428690	0.01676	0.302	0.953577483	chr10_60428690
chr10	60428709	0.02005	0.4508	0.960260553	chr10_60428709
chr10	60428732	-0.02088	0.5319	0.963025653	chr10_60428732
chr10	60428746	0.3725	0.5403	0.412606185	chr10_60428746
chr10	60430203	-0.8074	0.5629	0.082668633	chr10_60430203
chr10	60432721	-0.1469	0.5841	0.756676475	chr10_60432721
chr10	60432783	0.3847	0.5315	0.392835036	chr10_60432783
chr10	60440287	-0.3292	0.4142	0.382547605	chr10_60440287
chr10	60440309	-0.5499	0.5048	0.206974604	chr10_60440309
chr10	60449379	-0.4751	0.4398	0.229038986	chr10_60449379
chr10	60451705	-0.05227	0.3098	0.859153295	chr10_60451705
chr10	60454115	-0.4912	0.3883	0.169841273	chr10_60454115
chr10	60489839	0.4813	0.6254	0.324002701	chr10_60489839
chr10	60489871	0.9455	0.6498	0.0555829	chr10_60489871
chr10	60494010	-0.05699	0.3587	0.864848131	chr10_60494010
chr10	60494357	-0.301	0.2937	0.283657534	chr10_60494357
chr10	60498096	0.04196	0.415	0.911513277	chr10_60498096
chr10	60498103	0.5707	0.6513	0.248192971	chr10_60498103
chr10	60498140	0.1492	0.6897	0.765128183	chr10_60498140
chr10	60505134	-0.7787	0.5528	0.09094848	chr10_60505134
chr10	60513562	0.1007	0.719	0.840295139	chr10_60513562
chr10	60520491	-0.651	0.5396	0.15186609	chr10_60520491
chr10	60520514	-0.6925	0.6299	0.156923597	chr10_60520514
chr10	60520600	-0.5245	0.5784	0.266299347	chr10_60520600
chr10	60532263	1.144	0.743	0.021419994	chr10_60532263
chr10	60532980	-0.319	0.6208	0.512177555	chr10_60532980
chr10	60550337	0.8841	0.8439	0.050852625	chr10_60550337
chr10	60550486	-0.8777	0.7993	0.067654071	chr10_60550486
chr10	60568920	0.2961	0.6679	0.551394059	chr10_60568920
chr10	60568943	0.3242	0.7778	0.50721511	chr10_60568943
chr10	60568975	-0.6372	0.7025	0.202483619	chr10_60568975
chr10	60568982	-0.02372	0.8678	0.956133274	chr10_60568982
chr10	60569071	-0.05676	0.8898	0.888832232	chr10_60569071
chr10	6060202	0.4201	0.462	0.305227308	chr10_6060202
chr10	6060204	0.1414	0.4967	0.742911342	chr10_6060204
chr10	6060242	-0.02887	0.4087	0.938307044	chr10_6060242
chr10	60609645	-0.1149	0.7315	0.817805762	chr10_60609645
chr10	60622573	0.1589	0.5537	0.730372986	chr10_60622573
chr10	60622703	0.8239	0.8422	0.069613376	chr10_60622703
chr10	60622716	-0.7816	0.7552	0.114359886	chr10_60622716
chr10	60646609	-0.3149	0.7786	0.519244151	chr10_60646609
chr10	6066672	-0.2749	0.5139	0.532910485	chr10_6066672
chr10	60676187	0.1152	0.3674	0.736016829	chr10_60676187
chr10	60676209	-0.3394	0.4053	0.359659961	chr10_60676209
chr10	60676270	-0.2473	0.2401	0.288678803	chr10_60676270
chr10	60676290	-0.3822	0.2466	0.109761072	chr10_60676290
chr10	60676294	-0.1031	0.283	0.70406508	chr10_60676294
chr10	60676302	-0.1023	0.2614	0.685145611	chr10_60676302
chr10	60676306	0.007141	0.2199	0.973444382	chr10_60676306
chr10	60676334	-0.4856	0.2533	0.047510281	chr10_60676334
chr10	60676347	-0.3079	0.1596	0.050671895	chr10_60676347
chr10	60684813	0.3445	0.6891	0.49027427	chr10_60684813
chr10	606938	0.4029	0.8517	0.36667268	chr10_606938
chr10	60734218	-0.1838	0.8033	0.700847128	chr10_60734218
chr10	60734243	-0.243	0.7807	0.618420951	chr10_60734243
chr10	60744770	0.2935	0.827	0.527868636	chr10_60744770
chr10	60753013	0.1089	0.4222	0.775997981	chr10_60753013
chr10	60753016	-0.08735	0.2839	0.748299969	chr10_60753016
chr10	60754875	-1.757	0.6791	0.000424057	chr10_60754875
chr10	60769452	0.3015	0.5262	0.500436291	chr10_60769452
chr10	60769588	0.036	0.3032	0.900841215	chr10_60769588
chr10	60769709	0.4156	0.6571	0.401443281	chr10_60769709
chr10	60769743	-0.4604	0.5122	0.295295782	chr10_60769743
chr10	60769777	0.6394	0.9337	0.05580503	chr10_60769777
chr10	60770274	-0.1073	0.5054	0.805648745	chr10_60770274
chr10	60770282	-0.3132	0.3392	0.32632633	chr10_60770282
chr10	60770332	0.09885	0.5011	0.819684658	chr10_60770332
chr10	60770369	-0.596	0.4093	0.110499938	chr10_60770369
chr10	60772529	0.1281	0.3712	0.71015323	chr10_60772529
chr10	60772573	-0.1204	0.3451	0.710100811	chr10_60772573
chr10	60778777	-0.1414	0.2793	0.598021319	chr10_60778777
chr10	60785173	-0.7232	0.5577	0.118223295	chr10_60785173
chr10	60789624	-0.8057	0.5085	0.065749476	chr10_60789624
chr10	60789684	0.498	0.824	0.286117218	chr10_60789684
chr10	60791436	-0.2321	0.4004	0.526999624	chr10_60791436
chr10	60791461	0.07211	0.1984	0.710764656	chr10_60791461
chr10	60798937	0.566	0.7316	0.256449968	chr10_60798937
chr10	60798951	-0.09346	0.4486	0.815676831	chr10_60798951
chr10	60806261	-0.0802	0.6734	0.8720153	chr10_60806261
chr10	6080645	-0.1566	0.3315	0.616574691	chr10_6080645
chr10	6080691	0.01816	0.3214	0.952419576	chr10_6080691
chr10	6080765	0.151	0.5224	0.734622941	chr10_6080765
chr10	60807971	0.1113	0.775	0.820229703	chr10_60807971
chr10	60808013	-1.336	0.7527	0.007017923	chr10_60808013
chr10	60827609	0.3474	0.4492	0.386696774	chr10_60827609
chr10	60827634	-0.1068	0.4486	0.789945269	chr10_60827634
chr10	60837415	0.0384	0.44	0.92257876	chr10_60837415
chr10	60840647	-0.05906	0.5386	0.896452195	chr10_60840647
chr10	60850508	0.2798	0.7322	0.574752783	chr10_60850508
chr10	60850522	0.9378	0.7108	0.060696091	chr10_60850522
chr10	60850570	-0.1744	0.4989	0.686689135	chr10_60850570
chr10	60851	0.445	0.469	0.282684439	chr10_60851
chr10	60851970	0.1212	0.223	0.577160302	chr10_60851970
chr10	60851976	0.1064	0.2482	0.658102864	chr10_60851976
chr10	60852009	0.128	0.2318	0.570264975	chr10_60852009
chr10	60852087	0.2927	0.4036	0.42798219	chr10_60852087
chr10	60852122	0.4737	0.3806	0.178332497	chr10_60852122
chr10	60852125	0.4732	0.3334	0.13220849	chr10_60852125
chr10	60852147	-0.1489	0.28	0.579617546	chr10_60852147
chr10	60852176	0.3828	0.457	0.346331299	chr10_60852176
chr10	60852193	-0.6636	0.459	0.103673566	chr10_60852193
chr10	60854734	0.002961	0.3494	0.992783572	chr10_60854734
chr10	60854855	0.4003	0.4623	0.328815422	chr10_60854855
chr10	60860093	0.9886	0.6898	0.047758017	chr10_60860093
chr10	60860099	0.785	0.6829	0.115587563	chr10_60860099
chr10	60863391	-0.2362	0.7087	0.636637874	chr10_60863391
chr10	60873143	-0.3424	0.4985	0.428169718	chr10_60873143
chr10	60877412	0.09214	0.8095	0.846279786	chr10_60877412
chr10	60877425	0.1651	0.8027	0.730184271	chr10_60877425
chr10	60877476	0.2143	0.6367	0.662484328	chr10_60877476
chr10	60878195	0.02665	0.476	0.949239228	chr10_60878195
chr10	60878549	-0.1419	0.4882	0.739099788	chr10_60878549
chr10	60878574	0.241	0.7287	0.629145933	chr10_60878574
chr10	60880013	-0.7963	0.4413	0.044342974	chr10_60880013
chr10	60880025	-0.4111	0.3774	0.239482712	chr10_60880025
chr10	60880066	0.4158	0.3825	0.239384245	chr10_60880066
chr10	60880074	0.03435	0.3861	0.923166956	chr10_60880074
chr10	60880080	-0.09993	0.2852	0.714687103	chr10_60880080
chr10	60880118	0.4958	0.3662	0.145676745	chr10_60880118
chr10	60880125	0.09581	0.3713	0.781084518	chr10_60880125
chr10	60880134	-0.04036	0.4872	0.924425671	chr10_60880134
chr10	60881609	-0.4927	0.6718	0.322122955	chr10_60881609
chr10	60881771	0.2229	0.5288	0.619443788	chr10_60881771
chr10	60881793	0.3098	0.4095	0.406963459	chr10_60881793
chr10	60883662	0.2589	0.6877	0.60406728	chr10_60883662
chr10	60883835	-0.08292	0.3309	0.790586743	chr10_60883835
chr10	60883840	-0.5331	0.4027	0.148102402	chr10_60883840
chr10	60883894	-0.3424	0.3405	0.284849928	chr10_60883894
chr10	60888993	0.2167	0.3836	0.540731377	chr10_60888993
chr10	60889004	-0.0607	0.3746	0.861264497	chr10_60889004
chr10	60889051	-0.2197	0.2759	0.407410882	chr10_60889051
chr10	60895129	-0.1457	0.447	0.715573851	chr10_60895129
chr10	60901674	-0.3999	0.473	0.337263975	chr10_60901674
chr10	60906662	0.07526	0.3151	0.801300004	chr10_60906662
chr10	60906694	-0.2738	0.2462	0.251206945	chr10_60906694
chr10	60906757	-0.3939	0.4499	0.32691451	chr10_60906757
chr10	60909217	0.02426	0.4204	0.949288562	chr10_60909217
chr10	60911093	0.3201	0.2701	0.218373331	chr10_60911093
chr10	60911133	0.1975	0.2606	0.432459231	chr10_60911133
chr10	60920989	-0.2634	0.6562	0.594761131	chr10_60920989
chr10	60921010	-0.001796	0.6029	0.997020819	chr10_60921010
chr10	60925548	0.2876	0.3612	0.393170529	chr10_60925548
chr10	60931756	0.03579	0.3331	0.909275139	chr10_60931756
chr10	60931801	-0.1545	0.2745	0.558328816	chr10_60931801
chr10	60932739	0.0745	0.5213	0.867002562	chr10_60932739
chr10	60932742	-0.1197	0.4466	0.764513956	chr10_60932742
chr10	60932749	-0.2609	0.5055	0.54972213	chr10_60932749
chr10	60932780	0.2691	0.5465	0.556548108	chr10_60932780
chr10	60932845	0.5414	0.485	0.201790402	chr10_60932845
chr10	60932854	0.6417	0.4919	0.134044588	chr10_60932854
chr10	60932864	1.029	0.4853	0.015306229	chr10_60932864
chr10	60933725	0.1407	0.3258	0.64782725	chr10_60933725
chr10	60933738	0.4386	0.2219	0.042651895	chr10_60933738
chr10	60934832	0.1318	0.5155	0.765417257	chr10_60934832
chr10	60934880	-0.112	0.356	0.736371042	chr10_60934880
chr10	60934898	-0.2125	0.4591	0.602355992	chr10_60934898
chr10	60934914	-0.2496	0.4761	0.55106699	chr10_60934914
chr10	60935706	-0.3275	0.2489	0.174291145	chr10_60935706
chr10	60935718	-0.3653	0.1987	0.060675362	chr10_60935718
chr10	60935733	-0.3151	0.2879	0.253094383	chr10_60935733
chr10	60937921	-0.5282	0.3767	0.130106592	chr10_60937921
chr10	60937953	-0.02014	0.296	0.94321262	chr10_60937953
chr10	60938009	0.3337	0.7824	0.493438707	chr10_60938009
chr10	60939554	0.07956	0.4185	0.834198795	chr10_60939554
chr10	60940348	-0.1491	0.4432	0.707446071	chr10_60940348
chr10	60940551	-0.8581	0.5261	0.055118769	chr10_60940551
chr10	60940630	1.336	0.6213	0.006064689	chr10_60940630
chr10	60940658	-0.2435	0.5134	0.580476942	chr10_60940658
chr10	60940762	0.2	0.6449	0.684902954	chr10_60940762
chr10	60940889	-0.1835	0.3029	0.524989629	chr10_60940889
chr10	60940928	0.02697	0.3331	0.931569268	chr10_60940928
chr10	60941081	0.2665	0.783	0.584255337	chr10_60941081
chr10	60941085	-0.06067	0.71	0.903418507	chr10_60941085
chr10	60941260	-0.4411	0.352	0.180632938	chr10_60941260
chr10	60941284	-0.8073	0.5631	0.08276519	chr10_60941284
chr10	60942030	0.01761	0.3784	0.959902045	chr10_60942030
chr10	60942050	0.2843	0.4457	0.476116795	chr10_60942050
chr10	60942064	0.0244	0.3586	0.941893477	chr10_60942064
chr10	60950318	-0.2271	0.4634	0.580238025	chr10_60950318
chr10	60950345	0.01406	0.2451	0.952817398	chr10_60950345
chr10	60950377	-0.3579	0.2853	0.190579137	chr10_60950377
chr10	60950401	-0.5833	0.4138	0.121524793	chr10_60950401
chr10	60950455	-0.599	0.4215	0.117085063	chr10_60950455
chr10	60950575	-0.1027	0.7726	0.834159153	chr10_60950575
chr10	60955363	-0.2728	0.3062	0.349338276	chr10_60955363
chr10	60956560	0.09834	0.4478	0.805985206	chr10_60956560
chr10	60956684	0.07582	0.3117	0.797950442	chr10_60956684
chr10	60956729	-0.37	0.4323	0.342538556	chr10_60956729
chr10	60956809	-0.1411	0.3304	0.650931671	chr10_60956809
chr10	60956840	-0.196	0.3462	0.546199698	chr10_60956840
chr10	60956985	-0.3526	0.5348	0.435231701	chr10_60956985
chr10	609578	0.3479	0.7711	0.47857462	chr10_609578
chr10	60963088	0.7325	0.7988	0.127439312	chr10_60963088
chr10	60963095	0.09037	0.777	0.853417562	chr10_60963095
chr10	60963315	0.001793	0.4231	0.996268291	chr10_60963315
chr10	60963317	-0.2519	0.729	0.613700009	chr10_60963317
chr10	60965256	-0.4332	0.3024	0.132863809	chr10_60965256
chr10	60965363	-0.4107	0.4123	0.274228187	chr10_60965363
chr10	60965478	-0.169	0.5377	0.709314547	chr10_60965478
chr10	60965498	-0.4604	0.7747	0.347294349	chr10_60965498
chr10	60965519	-0.2319	0.6124	0.631937236	chr10_60965519
chr10	60965562	0.07832	0.6389	0.87339378	chr10_60965562
chr10	60967007	-0.7453	0.5794	0.114511416	chr10_60967007
chr10	60967016	-0.1765	0.5253	0.69294157	chr10_60967016
chr10	60967036	0.3849	0.3658	0.258236033	chr10_60967036
chr10	60967059	0.06578	0.4123	0.860984247	chr10_60967059
chr10	60967362	-0.8167	0.3827	0.020894046	chr10_60967362
chr10	60967422	-0.1749	0.3366	0.581080564	chr10_60967422
chr10	60967435	-0.5674	0.3225	0.063070995	chr10_60967435
chr10	60967448	-0.1042	0.3425	0.746075189	chr10_60967448
chr10	60967571	0.04229	0.3453	0.896170889	chr10_60967571
chr10	60967587	-0.3934	0.367	0.249179706	chr10_60967587
chr10	60967774	-0.537	0.3913	0.135894125	chr10_60967774
chr10	60967778	-1.043	0.4126	0.005518487	chr10_60967778
chr10	60967782	-0.3262	0.2964	0.249189349	chr10_60967782
chr10	60967786	0.518	0.4027	0.159931677	chr10_60967786
chr10	60967801	0.01016	0.3481	0.975162491	chr10_60967801
chr10	60967861	0.03232	0.4418	0.935008408	chr10_60967861
chr10	60967874	0.0169	0.4341	0.965529923	chr10_60967874
chr10	60968338	-0.3131	0.301	0.275367301	chr10_60968338
chr10	60968406	0.0218	0.2051	0.913521106	chr10_60968406
chr10	60968560	0.3778	0.3906	0.293397902	chr10_60968560
chr10	60968603	0.1495	0.3689	0.662828647	chr10_60968603
chr10	60969002	-0.3471	0.2626	0.170731348	chr10_60969002
chr10	60969734	0.2694	0.4824	0.52377028	chr10_60969734
chr10	60969772	0.6251	0.4486	0.118965376	chr10_60969772
chr10	60969904	-0.6934	0.3918	0.054408623	chr10_60969904
chr10	60969924	0.06987	0.4854	0.86922764	chr10_60969924
chr10	60977176	-0.8697	0.5523	0.058902849	chr10_60977176
chr10	60977237	0.08552	0.3447	0.791550421	chr10_60977237
chr10	60977390	-0.0753	0.2426	0.74900973	chr10_60977390
chr10	60977482	0.1401	0.3832	0.692237668	chr10_60977482
chr10	60977490	0.2864	0.456	0.48036672	chr10_60977490
chr10	60977695	0.3337	0.2272	0.131505379	chr10_60977695
chr10	60977706	0.2563	0.2282	0.248674238	chr10_60977706
chr10	60977710	0.1724	0.2471	0.471512	chr10_60977710
chr10	60977746	0.1676	0.3047	0.563594442	chr10_60977746
chr10	60979600	0.02353	0.189	0.899112672	chr10_60979600
chr10	60979602	0.2022	0.1547	0.18584452	chr10_60979602
chr10	60979613	0.1226	0.1657	0.453096413	chr10_60979613
chr10	60979617	0.1287	0.2035	0.518312418	chr10_60979617
chr10	60979712	0.3086	0.3829	0.382966388	chr10_60979712
chr10	60979742	0.3021	0.2529	0.216949718	chr10_60979742
chr10	60979794	0.03684	0.2905	0.89456411	chr10_60979794
chr10	60979808	0.3141	0.2504	0.195089266	chr10_60979808
chr10	60980241	0.4006	0.6083	0.406695757	chr10_60980241
chr10	60980276	-0.3354	0.3637	0.322180603	chr10_60980276
chr10	60980311	-0.0239	0.4342	0.951276147	chr10_60980311
chr10	6098133	-0.07781	0.5471	0.865084176	chr10_6098133
chr10	6098151	0.08561	0.3999	0.815320611	chr10_6098151
chr10	60982166	0.2899	0.5906	0.54300473	chr10_60982166
chr10	60985596	-0.2439	0.2501	0.313829383	chr10_60985596
chr10	60985605	-0.1301	0.2937	0.643073145	chr10_60985605
chr10	60985614	0.06223	0.2841	0.819291597	chr10_60985614
chr10	60985636	-0.2536	0.2133	0.223626455	chr10_60985636
chr10	60985772	-0.01195	0.6335	0.980549903	chr10_60985772
chr10	60985779	0.3971	0.6807	0.425833327	chr10_60985779
chr10	60985789	-0.2108	0.6155	0.663888265	chr10_60985789
chr10	60986753	0.9818	0.6655	0.048094175	chr10_60986753
chr10	60986764	0.8166	0.727	0.101867835	chr10_60986764
chr10	60986771	0.4131	0.6628	0.405208257	chr10_60986771
chr10	60988376	-0.1786	0.457	0.660389676	chr10_60988376
chr10	60988477	0.6499	0.8749	0.125077405	chr10_60988477
chr10	60988496	0.3127	0.7974	0.515792562	chr10_60988496
chr10	60989579	0.2551	0.392	0.479330152	chr10_60989579
chr10	60989619	0.00684	0.3201	0.982005171	chr10_60989619
chr10	60990108	-0.4157	0.4113	0.267503902	chr10_60990108
chr10	60990118	-0.1653	0.3256	0.591311049	chr10_60990118
chr10	60990199	0.009277	0.2867	0.973055967	chr10_60990199
chr10	60990208	0.7918	0.4916	0.064373159	chr10_60990208
chr10	60992257	0.0227	0.2331	0.92023181	chr10_60992257
chr10	60992710	0.1224	0.7165	0.806543466	chr10_60992710
chr10	60993860	-0.7641	0.306	0.008719148	chr10_60993860
chr10	60993913	-0.1181	0.3951	0.744889209	chr10_60993913
chr10	60993949	0.2769	0.3928	0.443348349	chr10_60993949
chr10	60994009	0.7536	0.6853	0.13104677	chr10_60994009
chr10	60994364	0.1669	0.3896	0.641830026	chr10_60994364
chr10	60994439	0.2973	0.3676	0.38449233	chr10_60994439
chr10	60994479	-0.01781	0.1807	0.920176976	chr10_60994479
chr10	60994524	0.1115	0.1974	0.564493222	chr10_60994524
chr10	60995035	0.05672	0.1854	0.755549296	chr10_60995035
chr10	60995115	-0.164	0.2649	0.520848655	chr10_60995115
chr10	60995347	0.2866	0.8246	0.538966907	chr10_60995347
chr10	60995416	1.183	0.6481	0.016536579	chr10_60995416
chr10	60995461	0.06194	0.3035	0.830399957	chr10_60995461
chr10	60995473	0.1394	0.2976	0.623677713	chr10_60995473
chr10	60995485	0.1849	0.2304	0.409538965	chr10_60995485
chr10	60995532	-0.3014	0.4452	0.449613611	chr10_60995532
chr10	60997156	-0.328	0.6021	0.495051194	chr10_60997156
chr10	60997176	-1.098	0.7504	0.026849491	chr10_60997176
chr10	60997455	0.05187	0.2026	0.793750402	chr10_60997455
chr10	60997479	-0.05256	0.2781	0.844016555	chr10_60997479
chr10	60997610	0.4488	0.5275	0.316598607	chr10_60997610
chr10	60997648	0.2165	0.6059	0.653321158	chr10_60997648
chr10	60997664	-0.2035	0.4789	0.628350851	chr10_60997664
chr10	60997698	-0.06735	0.5345	0.881483135	chr10_60997698
chr10	60999669	-0.265	0.4276	0.492981029	chr10_60999669
chr10	60999936	-0.3581	0.6695	0.471481817	chr10_60999936
chr10	60999960	-1.331	0.6631	0.007327731	chr10_60999960
chr10	61004340	0.2881	0.5701	0.538489514	chr10_61004340
chr10	61004582	0.1575	0.4721	0.705100498	chr10_61004582
chr10	61007149	-0.3144	0.4766	0.453026957	chr10_61007149
chr10	61007194	0.03568	0.2427	0.879546826	chr10_61007194
chr10	61007218	0.444	0.1887	0.016575742	chr10_61007218
chr10	61007256	0.2402	0.1951	0.209374996	chr10_61007256
chr10	61007287	0.06278	0.3541	0.849640021	chr10_61007287
chr10	61007332	0.1603	0.2322	0.477857913	chr10_61007332
chr10	61007492	0.457	0.4664	0.267989894	chr10_61007492
chr10	61007507	0.5914	0.549	0.197457855	chr10_61007507
chr10	61007511	0.209	0.3964	0.565769919	chr10_61007511
chr10	61007516	0.2614	0.4688	0.52787116	chr10_61007516
chr10	61007518	0.3319	0.4691	0.423049148	chr10_61007518
chr10	61007526	0.7927	0.4672	0.054981939	chr10_61007526
chr10	61007528	-0.01868	0.5344	0.967012385	chr10_61007528
chr10	61007533	0.01549	0.3904	0.965624036	chr10_61007533
chr10	61007552	0.4438	0.3795	0.206233476	chr10_61007552
chr10	61007574	0.6417	0.4416	0.105318138	chr10_61007574
chr10	61007653	-0.1627	0.5045	0.708764921	chr10_61007653
chr10	61007705	-0.3514	0.2612	0.163404474	chr10_61007705
chr10	61008283	0.02023	0.2325	0.928714479	chr10_61008283
chr10	61008309	-0.2361	0.2303	0.292110501	chr10_61008309
chr10	61008314	0.2314	0.3495	0.479782273	chr10_61008314
chr10	61008319	-0.005814	0.3269	0.984985335	chr10_61008319
chr10	61008454	0.1174	0.496	0.785170602	chr10_61008454
chr10	61010439	-0.4557	0.523	0.306650252	chr10_61010439
chr10	61010469	-0.244	0.4159	0.518848937	chr10_61010469
chr10	61010477	-0.08858	0.4032	0.810274677	chr10_61010477
chr10	61010499	0.3357	0.5467	0.463350064	chr10_61010499
chr10	61010571	-0.1575	0.4059	0.671146452	chr10_61010571
chr10	6101058	-0.02374	0.532	0.957970344	chr10_6101058
chr10	61010582	0.8929	0.5822	0.059251644	chr10_61010582
chr10	61010656	0.2974	0.5121	0.498957798	chr10_61010656
chr10	61010728	-0.2441	0.2084	0.231072748	chr10_61010728
chr10	61010750	-0.0275	0.2962	0.922563883	chr10_61010750
